Object: Building5b__3_ (1), Position: (-670.38, 56.10, 123.20), Size: (47.08, 98.52, 64.39)
Object: Tree 03 (28), Position: (-531.07, 26.57, 970.06), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (27), Position: (-494.37, 26.57, 923.06), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (26), Position: (-418.17, 26.57, 831.96), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (25), Position: (-350.07, 26.57, 754.26), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (24), Position: (-303.07, 26.57, 694.76), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (23), Position: (-209.47, 26.57, 666.06), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (22), Position: (-133.47, 26.57, 1241.16), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (21), Position: (-202.97, 26.57, 1211.76), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (20), Position: (-133.27, 26.57, 1174.16), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (19), Position: (-206.37, 26.57, 1086.36), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (18), Position: (-127.77, 26.57, 1094.86), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (17), Position: (-133.67, 26.57, 971.06), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (16), Position: (-211.07, 26.57, 935.86), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (15), Position: (-208.67, 26.57, 871.16), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (14), Position: (-206.47, 26.57, 785.16), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (13), Position: (-131.57, 26.57, 788.46), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (12), Position: (-134.17, 26.57, 658.26), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (11), Position: (-133.87, 26.57, 511.96), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (10), Position: (-117.87, 26.57, 355.56), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (9), Position: (-113.45, 26.57, 381.43), Size: (24.92, 42.35, 24.25)
Object: Tree 03 (8), Position: (-97.20, 39.57, 375.53), Size: (40.85, 69.42, 39.76)
Object: Tree 03 (7), Position: (-111.00, 39.57, 365.03), Size: (40.85, 69.42, 39.76)
Object: Tree 03 (6), Position: (-104.90, 39.57, 348.33), Size: (40.85, 69.42, 39.76)
Object: Tree 03 (5), Position: (-129.06, 27.45, 342.63), Size: (26.24, 44.59, 25.54)
Object: Tree 03 (4), Position: (-218.06, 27.45, 335.93), Size: (26.24, 44.59, 25.54)
Object: Tree 03 (3), Position: (-204.36, 27.45, 454.13), Size: (26.24, 44.59, 25.54)
Object: Tree 03 (2), Position: (-227.16, 27.45, 514.03), Size: (26.24, 44.59, 25.54)
Object: Tree 03 (1), Position: (-273.39, 27.40, 555.43), Size: (26.24, 44.59, 25.54)
Object: Tree 03, Position: (-321.89, 27.40, 615.63), Size: (26.24, 44.59, 25.54)
Object: Far_building2a__3_, Position: (754.52, 82.75, -496.65), Size: (51.44, 151.74, 51.44)
Object: Far_building2a__3_, Position: (-678.52, 82.75, 485.65), Size: (51.44, 151.74, 51.44)
Object: Building7b__2_, Position: (-383.32, 43.19, -453.98), Size: (73.91, 72.70, 40.72)
Object: Far_building1b__2_, Position: (-742.47, 144.05, -453.86), Size: (72.16, 274.32, 72.16)
Object: Building6a__2_, Position: (-241.24, 75.74, 1192.96), Size: (54.71, 137.79, 51.56)
Object: Building4a__4_, Position: (-195.54, 72.61, 156.87), Size: (67.36, 131.90, 69.23)
Object: Building10b (1), Position: (-421.57, 68.19, -1238.22), Size: (67.13, 122.68, 59.75)
Object: Building7a__1_, Position: (-391.22, 111.35, -851.03), Size: (112.49, 209.02, 114.42)
Object: Far_building1a__4_ (2), Position: (-628.37, 124.61, 1407.36), Size: (97.86, 235.45, 74.48)
Object: Far_building2a__3_, Position: (-669.52, 82.75, -774.71), Size: (51.44, 151.74, 51.44)
Object: Building8b (1), Position: (102.06, 68.06, -1431.15), Size: (117.31, 122.40, 81.44)
Object: Far_building2c__1_, Position: (-333.27, 143.88, 1395.00), Size: (85.73, 274.00, 42.86)
Object: Building5b__4_, Position: (327.27, 56.10, -178.79), Size: (47.10, 98.52, 47.08)
Object: Building2b__1_, Position: (141.77, 36.42, -1255.00), Size: (68.58, 59.15, 27.43)
Object: Building4a__5_, Position: (281.75, 72.61, -1422.33), Size: (67.36, 131.90, 69.23)
Object: Building5b__1_, Position: (-95.01, 56.10, -1128.62), Size: (47.08, 98.52, 47.10)
Object: Far_building1a__4_ (1), Position: (-670.02, 124.61, -1070.45), Size: (64.78, 235.45, 74.48)
Object: Far_building2b__1_, Position: (-383.32, 121.66, 158.60), Size: (128.72, 229.54, 50.75)
Object: Building3a (1), Position: (337.94, 57.43, -908.81), Size: (55.84, 101.17, 55.75)
Object: Far_building1b__1_, Position: (-491.28, 144.05, 95.00), Size: (72.16, 274.32, 113.19)
Object: Building3a (2), Position: (-6.04, 57.43, 1022.61), Size: (55.84, 101.17, 55.75)
Object: Building3b__2_, Position: (-129.05, 96.43, -307.14), Size: (69.38, 179.52, 69.04)
Object: Far_building2b__2_ (1), Position: (824.67, 121.66, -382.71), Size: (50.75, 229.54, 73.11)
Object: Far_building1a__3_, Position: (-743.17, 124.61, -181.16), Size: (64.78, 235.45, 74.48)
Object: Far_building1a__4_ (1), Position: (755.02, 124.61, -200.91), Size: (64.78, 235.45, 74.48)
Object: Building1b, Position: (-356.02, 37.54, -664.00), Size: (60.12, 61.76, 63.53)
Object: Far_building1a (1), Position: (-493.37, 124.57, -994.37), Size: (64.78, 235.45, 64.78)
Object: Building6b, Position: (-98.95, 83.41, 972.33), Size: (52.32, 154.38, 52.32)
Object: Building6a__3_, Position: (-663.96, 75.74, -1005.68), Size: (51.56, 137.79, 54.71)
Object: Building9b (1), Position: (509.27, 105.43, -1415.78), Size: (101.59, 197.10, 80.17)
Object: Far_building1b__3_ (1), Position: (756.77, 144.05, -1208.65), Size: (72.16, 274.32, 72.16)
Object: Building12a, Position: (-423.55, 165.48, -530.44), Size: (131.95, 317.24, 133.70)
Object: Far_building1a (1), Position: (-493.37, 124.57, 479.15), Size: (64.78, 235.45, 64.78)
Object: Building3b__2_, Position: (202.25, 96.43, -169.53), Size: (69.38, 179.52, 69.04)
Object: Building12b, Position: (445.55, 118.30, -889.03), Size: (100.44, 222.88, 99.75)
Object: Building3b__2_, Position: (-126.25, 96.43, 158.53), Size: (69.38, 179.52, 69.04)
Object: Building3a__1_, Position: (153.29, 57.43, -1211.73), Size: (55.84, 101.17, 55.75)
Object: Building4a__4_, Position: (271.54, 72.61, -167.87), Size: (67.36, 131.90, 69.23)
Object: Building4a__5_, Position: (-205.75, 72.61, 1411.33), Size: (67.36, 131.90, 69.23)
Object: Building4a__2_, Position: (-251.44, 72.61, -1146.54), Size: (69.23, 131.90, 67.36)
Object: Building7b__2_, Position: (-392.87, 43.20, 334.18), Size: (73.91, 72.70, 40.72)
Object: Building1a, Position: (-262.42, 72.61, 334.49), Size: (49.72, 131.51, 49.04)
Object: Far_building1a__4_, Position: (754.52, 124.61, -560.10), Size: (64.78, 235.45, 74.48)
Object: Far_building2c__4_ (1), Position: (-734.77, 143.88, -970.19), Size: (42.86, 274.00, 85.72)
Object: Far_building1a__6_, Position: (-489.97, 124.61, 553.00), Size: (64.78, 235.45, 74.48)
Object: Far_building1a__6_ (1), Position: (-489.97, 124.61, -1113.75), Size: (64.78, 235.45, 74.48)
Object: Building3a, Position: (-261.94, 57.43, -575.70), Size: (55.84, 101.17, 55.75)
Object: Building6a__3_, Position: (-672.46, 75.74, 613.87), Size: (51.56, 137.79, 54.71)
Object: Far_building1b__2_, Position: (827.47, 144.05, -817.50), Size: (72.16, 274.32, 72.16)
Object: Building5b__2_, Position: (320.99, 56.10, -1157.75), Size: (47.08, 98.52, 47.10)
Object: Far_building2a__3_ (1), Position: (-670.02, 82.75, -1133.90), Size: (51.44, 151.74, 51.44)
Object: Building5b__1_, Position: (-85.67, 56.10, 1080.25), Size: (47.08, 98.52, 47.10)
Object: Building4a__3_, Position: (-677.10, 72.61, 356.73), Size: (69.23, 131.90, 67.36)
Object: Far_building1a (1), Position: (569.37, 124.57, -490.15), Size: (64.78, 235.45, 64.78)
Object: Building2a__1_, Position: (-349.16, 35.30, 581.34), Size: (53.48, 56.92, 53.49)
Object: Far_building1b__1_ (1), Position: (-679.77, 144.05, -1271.00), Size: (72.16, 274.32, 72.16)
Object: Far_building2c__1_, Position: (-333.67, 143.88, -1431.10), Size: (85.73, 274.00, 42.86)
Object: Building6a__3_, Position: (748.46, 75.74, -624.87), Size: (51.56, 137.79, 54.71)
Object: Building5b__2_ (1), Position: (0.97, 56.10, -1199.71), Size: (47.08, 98.52, 47.10)
Object: Far_building1a__4_ (3), Position: (608.47, 124.61, -1419.36), Size: (97.86, 235.45, 74.48)
Object: Far_building2c__4_ (1), Position: (-743.77, 143.88, 290.17), Size: (42.86, 274.00, 85.72)
Object: Building12b, Position: (-369.55, 118.30, 878.03), Size: (100.44, 222.88, 99.75)
Object: Far_building2c__3_, Position: (808.46, 143.88, 15.85), Size: (42.86, 274.00, 85.73)
Object: Building6a, Position: (-242.34, 75.74, -729.94), Size: (54.71, 137.79, 51.56)
Object: Far_building1a, Position: (-499.24, 124.57, 672.39), Size: (64.78, 235.45, 64.78)
Object: Building5b__5_, Position: (-158.57, 56.10, -1409.57), Size: (47.10, 98.52, 47.08)
Object: Far_building2a__3_ (1), Position: (-669.52, 82.75, 1271.80), Size: (51.44, 151.74, 55.29)
Object: Far_building2a__1_ (2), Position: (759.77, 82.75, -1019.00), Size: (51.44, 151.74, 51.44)
Object: Far_building1a, Position: (575.24, 124.57, -683.39), Size: (64.78, 235.45, 64.78)
Object: Building10b, Position: (399.38, 68.20, -547.42), Size: (89.07, 122.68, 89.85)
Object: Building8b, Position: (-80.20, 68.06, -823.84), Size: (81.44, 122.40, 117.31)
Object: Building4a__3_, Position: (753.10, 72.61, -367.73), Size: (69.23, 131.90, 67.36)
Object: Building10a, Position: (322.61, 35.73, -469.73), Size: (63.41, 57.71, 72.89)
Object: Building4a__3_, Position: (-667.60, 72.61, -544.44), Size: (69.23, 131.90, 67.36)
Object: Building7b__3_, Position: (-670.11, 43.19, -19.65), Size: (40.72, 72.70, 73.91)
Object: Far_building1a__2_, Position: (-488.36, 124.61, -49.94), Size: (64.78, 235.45, 74.48)
Object: Far_building2b__1_, Position: (459.32, 121.66, -169.60), Size: (128.72, 229.54, 50.75)
Object: Building8b (1), Position: (-26.06, 68.06, 1420.15), Size: (117.31, 122.40, 81.44)
Object: Building1a, Position: (-255.42, 72.60, -456.65), Size: (49.72, 131.51, 49.04)
Object: Building7b, Position: (-98.45, 43.19, -655.46), Size: (40.72, 72.70, 73.91)
Object: Building2b__1_, Position: (-65.77, 36.42, 1244.00), Size: (68.58, 59.15, 27.43)
Object: Building3b__1_, Position: (751.40, 96.43, -787.82), Size: (69.04, 179.52, 69.38)
Object: Building6a__3_, Position: (-663.46, 75.74, -646.49), Size: (51.56, 137.79, 54.71)
Object: Far_building1b__3_ (2), Position: (-499.08, 144.05, 1185.00), Size: (72.16, 274.32, 72.16)
Object: Building2b, Position: (-251.02, 36.42, -514.52), Size: (27.43, 59.15, 68.58)
Object: Building7a (1), Position: (569.94, 111.35, -1057.37), Size: (67.24, 209.02, 93.42)
Object: Far_building2c__3_, Position: (-731.97, 143.88, -260.81), Size: (42.86, 274.00, 85.72)
Object: Building1a, Position: (338.42, 72.61, -345.49), Size: (49.72, 131.51, 49.04)
Object: Far_building1a__2_, Position: (564.36, 124.61, 38.94), Size: (64.78, 235.45, 74.48)
Object: Far_building2a__5_ (1), Position: (571.82, 82.75, -435.11), Size: (51.44, 151.74, 51.44)
Object: Far_building2a__5_ (1), Position: (-495.82, 82.75, 424.11), Size: (51.44, 151.74, 51.44)
Object: Building7a__1_, Position: (-391.22, 111.35, 622.48), Size: (112.49, 209.02, 114.42)
Object: Far_building2b__2_, Position: (824.17, 121.66, -741.90), Size: (50.75, 229.54, 73.11)
Object: Far_building2b__1_, Position: (-383.32, 121.66, -296.98), Size: (128.72, 229.54, 50.75)
Object: Building6a__1_, Position: (-91.80, 75.74, -1081.28), Size: (54.71, 137.79, 51.56)
Object: Building10b (1), Position: (497.18, 68.19, -1230.72), Size: (67.13, 122.68, 59.75)
Object: Building4a__1_, Position: (156.75, 72.61, -1148.97), Size: (69.23, 131.90, 67.36)
Object: Building4a__2_, Position: (-258.71, 72.61, 1088.27), Size: (69.23, 131.90, 67.36)
Object: Far_building1b__1_ (1), Position: (-679.27, 144.05, 1122.20), Size: (72.16, 274.32, 72.16)
Object: Building3a__1_, Position: (-77.29, 57.43, 1200.73), Size: (55.84, 101.17, 55.75)
Object: Building7b, Position: (174.45, 43.19, -829.05), Size: (40.72, 72.70, 73.91)
Object: Building3a__1_, Position: (-77.39, 57.43, -1232.74), Size: (55.84, 101.17, 55.75)
Object: Far_building2a__5_, Position: (-495.82, 82.75, -856.16), Size: (51.44, 151.74, 51.44)
Object: Building10b__1_, Position: (-314.29, 68.20, -460.90), Size: (67.13, 122.68, 59.75)
Object: Far_building2a__1_ (2), Position: (-684.27, 82.75, -1385.20), Size: (51.44, 151.74, 51.44)
Object: Building5b (1), Position: (161.67, 56.10, -1038.55), Size: (47.08, 98.52, 47.10)
Object: Far_building1b__3_ (1), Position: (-681.27, 144.05, -1195.55), Size: (72.16, 274.32, 72.16)
Object: Building6b, Position: (-98.95, 83.41, -501.18), Size: (52.32, 154.38, 52.32)
Object: Building5b__3_, Position: (739.13, 56.10, -673.75), Size: (47.08, 98.52, 47.10)
Object: Building2a__1_, Position: (-349.16, 35.30, -892.17), Size: (53.48, 56.92, 53.49)
Object: Far_building2c__3_, Position: (-732.46, 143.88, -26.85), Size: (42.86, 274.00, 85.73)
Object: Building5b__3_, Position: (-654.63, 56.10, -956.80), Size: (47.08, 98.52, 47.10)
Object: Far_building2b__2_, Position: (-748.17, 121.66, 730.90), Size: (50.75, 229.54, 73.11)
Object: Building4a__5_, Position: (-211.29, 72.61, -1425.74), Size: (67.36, 131.90, 69.23)
Object: Building7a__1_, Position: (467.22, 111.35, -633.48), Size: (112.49, 209.02, 114.42)
Object: Building3a__2_, Position: (-264.41, 57.43, 1399.76), Size: (55.75, 101.17, 55.84)
Object: Building3a (3), Position: (-6.04, 57.43, 897.81), Size: (55.84, 101.17, 55.75)
Object: Building5b__3_, Position: (-663.63, 56.10, 303.56), Size: (47.08, 98.52, 47.10)
Object: Building10a__1_, Position: (-671.41, 35.73, 847.46), Size: (63.41, 57.71, 72.89)
Object: Far_building2a__1_ (2), Position: (-683.77, 82.75, 1008.00), Size: (51.44, 151.74, 51.44)
Object: Far_building2b__2_, Position: (-739.17, 121.66, -529.46), Size: (50.75, 229.54, 73.11)
Object: Far_building1a__4_ (2), Position: (-628.77, 124.61, -1447.70), Size: (97.86, 235.45, 74.48)
Object: Far_building2a__1_ (3), Position: (578.07, 82.75, -1131.70), Size: (51.44, 151.74, 51.44)
Object: Building12a, Position: (-423.55, 165.48, 943.07), Size: (131.95, 317.24, 133.70)
Object: Far_building1a__6_ (1), Position: (565.97, 124.61, -370.00), Size: (64.78, 235.45, 74.48)
Object: Building6a__4_, Position: (-290.86, 75.74, -314.84), Size: (51.56, 137.79, 54.71)
Object: Building1b, Position: (432.02, 37.54, -820.51), Size: (60.12, 61.76, 63.53)
Object: Far_building1a__6_ (1), Position: (-489.97, 124.61, 359.00), Size: (64.78, 235.45, 74.48)
Object: Far_building1a__3_, Position: (819.66, 124.61, -63.80), Size: (64.78, 235.45, 74.48)
Object: Building6a__3_, Position: (-672.96, 75.74, 254.68), Size: (51.56, 137.79, 54.71)
Object: Building12a, Position: (499.55, 165.48, -954.07), Size: (131.95, 317.24, 133.70)
Object: Far_building1b__1_, Position: (567.28, 144.05, -87.35), Size: (72.16, 274.32, 72.16)
Object: Building4a__1_, Position: (-80.96, 72.61, -1181.70), Size: (69.23, 131.90, 67.36)
Object: Building6b, Position: (174.95, 83.41, -983.33), Size: (52.32, 154.38, 52.32)
Object: Far_building2c__4_, Position: (-734.27, 143.88, -611.00), Size: (42.86, 274.00, 85.72)
Object: Far_building1a__2_, Position: (-487.87, 124.61, -283.90), Size: (64.78, 235.45, 74.48)
Object: Building8b, Position: (156.20, 68.06, -660.67), Size: (81.44, 122.40, 117.31)
Object: Building4a__3_, Position: (-668.10, 72.61, -903.63), Size: (69.23, 131.90, 67.36)
Object: Building4a__4_, Position: (-190.40, 72.61, -305.48), Size: (67.36, 131.90, 69.23)
Object: Building4a, Position: (-259.00, 72.61, 846.27), Size: (69.23, 131.90, 67.36)
Object: Building3b (1), Position: (403.85, 96.41, -1226.03), Size: (120.04, 179.52, 69.38)
Object: Far_building2c__4_, Position: (-743.27, 143.88, 649.36), Size: (42.86, 274.00, 85.72)
Object: Building6a__2_, Position: (317.24, 75.74, -1203.96), Size: (54.71, 137.79, 51.56)
Object: Building3b__1_, Position: (-666.40, 96.43, -483.54), Size: (69.04, 179.52, 69.38)
Object: Far_building1b__1_ (1), Position: (755.27, 144.05, -1133.20), Size: (72.16, 274.32, 72.16)
Object: Building7a__2_, Position: (-672.92, 111.35, -335.58), Size: (67.24, 209.02, 93.42)
Object: Far_building1a__3_, Position: (-743.66, 124.61, 52.80), Size: (64.78, 235.45, 74.48)
Object: Building2b (1), Position: (4.88, 36.42, 958.99), Size: (27.43, 59.15, 68.58)
Object: Building8a__1_, Position: (-672.32, 76.41, 53.68), Size: (44.63, 139.13, 73.81)
Object: Building10a__1_, Position: (747.41, 35.73, -858.46), Size: (63.41, 57.71, 72.89)
Object: Building5b (1), Position: (-85.67, 56.10, 1027.55), Size: (47.08, 98.52, 47.10)
Object: Building6a__5_, Position: (-111.29, 75.74, -1411.43), Size: (51.56, 137.79, 54.71)
Object: Building7b__3_, Position: (746.11, 43.19, 8.65), Size: (40.72, 72.70, 73.91)
Object: Far_building2a__5_ (1), Position: (-495.82, 82.75, -1049.40), Size: (51.44, 151.74, 51.44)
Object: Building12b, Position: (-369.55, 118.30, -595.48), Size: (100.44, 222.88, 99.75)
Object: Building6a, Position: (-242.34, 75.74, 743.57), Size: (54.71, 137.79, 51.56)
Object: Building5b, Position: (-245.53, 56.10, 793.15), Size: (47.08, 98.52, 47.10)
Object: Building8a__1_, Position: (748.32, 76.41, -64.68), Size: (44.63, 139.13, 73.81)
